Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.519692,2301.935766,2499.53928,2720.34053,2957.209566,3197.629668,3434.204718,3616.43971,3598.394758,3766.111674,4000.300762,4216.933474,4496.990995,4835.977511,5211.769417,5651.669826,6184.998364,6852.616786,7354.809327,7834.566694,8520.223045,9150.107059,9758.680059,10370.50901,10986.15566,11616.77575,12268.19681,12977.82963,13717.1793,14406.08888,14431.60542
Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438.843888,4533.296673,4620.37765,4685.904961,4753.357284,4808.617021,4995.463142,5120.778286,5127.260657,5164.236444,5297.751592,5283.612369,5314.768309,5525.705123,5782.869009,6036.645178,6306.296137,6578.088552,6709.675321,6725.633661,7063.623637,7315.237497,7523.580628,7763.379324,8018.430457,8313.16739,8631.909394,8939.074394,9185.797101,9304.617784,8748.673769
East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5114.246439,5314.562605,5515.486693,5725.169576,5995.824946,6302.48723,6615.174931,6830.098501,6741.596661,6946.988489,7278.74835,7478.374142,7781.907351,8144.753909,8596.967639,9082.100447,9652.447918,10361.71819,10798.06754,11075.26064,11885.79903,12505.19704,13114.55908,13747.6125,14351.77713,14968.90277,15604.3011,16328.97083,17052.91986,17701.00249,17540.60323
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15219.12017,14281.75154,12670.52863,11810.75106,10465.74613,10235.79541,10171.60066,10359.26893,10172.28588,10402.67552,11226.15963,11611.68666,12251.44365,13077.85434,14179.53937,15149.52489,16360.65211,17606.69514,18356.24851,17149.9637,17883.6457,18811.88088,19391.26474,19986.04951,20229.60835,20193.95756,20410.34777,21097.43316,21669.98196,22081.85932,21609.4841
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23446.09852,23181.84533,22575.74343,22105.08861,21917.89286,22236.61709,22532.47184,23151.43113,23617.41957,24260.27756,25361.26829,25957.15838,26455.17409,27035.01738,27999.56403,28821.64348,30037.46094,31207.76829,31567.21168,29969.29301,30714.36687,31492.65925,31579.46595,31814.00651,32233.70954,32657.98592,33118.76814,33977.00671,34653.59784,35211.70957,33330.82724
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8293.740675,8450.151423,8432.61866,8406.557672,8571.739211,8575.674915,8539.337989,8723.829028,8826.386999,8243.411048,8176.344448,8350.885328,8541.672307,8625.792511,9178.418076,9503.69469,9757.375103,9805.651213,10257.39963,10148.86595,10340.9703,10984.28377,11431.37562,11818.58683,12078.47439,11896.37516,11551.61597,11617.91222,11561.74785,11370.6033,10329.19875
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6086.686754,6016.906969,6152.929004,6203.068196,6321.250708,6483.315621,6671.089393,6897.521242,7138.212201,7422.835299,7744.715238,7867.50744,7905.41252,8007.645029,8184.065808,8397.032444,8814.14605,9274.977054,9763.504449,10031.03296,10340.07323,10302.44285,10301.10781,10290.19162,10353.6668,10570.44523,10795.80874,11014.48648,11366.33552,11763.25328,11951.44753
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32655.64601,33385.75711,33698.57783,33329.60558,34044.9658,34785.60045,35292.20189,36171.44564,37193.37027,38187.07344,39537.7478,40268.70151,40471.62338,40559.84572,41271.64671,41767.1633,42931.67638,44005.65868,43972.77169,41825.52164,42600.66739,43380.02349,42873.50689,42611.49769,43059.52996,43815.09025,44507.44801,45576.14681,46314.1455,46979.2221,43843.83342
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27543.91924,28173.38724,28296.25568,27859.54304,28388.01265,29042.34414,29691.0968,30661.65483,31876.43959,33173.1172,34757.61502,35874.75293,36337.5552,36750.44185,37249.77351,37963.36584,38858.47107,39520.82227,39240.39519,37430.6785,37319.47622,36884.25924,35769.46003,35371.73982,35968.62014,37377.06802,38477.57918,39528.92539,40256.95248,40803.62698,36219.93844
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12743.84299,13572.54707,15519.82858,16349.66014,16232.29813,17783.52421,18971.64761,20385.00424,22072.41648,23715.57889,26123.41424,28844.0984,31172.11289,29651.75963,25362.83175,26042.08999,28018.47932,29026.68567,29555.0161,30524.97473,31070.23463,32041.34671,33856.18111,35133.24416,36436.78792,35251.02301
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0135653,687.5431513,605.7706676,661.3124464,659.0914013,676.5866588,736.9477942,737.3295543,691.2163745,706.1643402,727.7666847,765.8093799,755.4346892,718.3330239,793.0937535,862.3553419,929.6944434,1008.135323,1086.699475,1150.206044,1259.022581,1360.938522,1437.376607,1545.177956,1656.634489,1779.084111,1894.897364,2021.562908,2103.515858,2221.404665,2296.827352
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28493.33688,28808.70897,29009.74395,28769.39626,29464.1775,30230.85089,30791.08161,31535.5003,32429.53907,33301.23374,34561.27099,35296.14229,35659.80425,35920.34327,36775.41422,37408.00731,38651.31683,39805.4502,40023.79063,38220.43867,38961.2679,39741.60125,39394.76416,39299.56932,39850.70187,40715.13102,41480.15079,42645.74364,43527.32247,44333.25887,41639.23389
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809.72747,2491.619493,2448.855221,2397.481626,2331.978336,2309.887798,2384.632243,2450.699068,2566.643849,2621.71897,2711.818769,2764.76925,2825.389887,2749.329224,3003.1217,3139.447879,3286.816708,3447.062517,3587.24438,3722.481393,3899.011538,3833.590383,4069.483056,4189.886328,4262.285855,4310.514522,4332.930575,4356.27667,4380.956346,4395.965514,4091.276023
Finland,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32885.81882,30781.4719,29600.53056,29262.64403,30291.48503,31448.58228,32495.08711,34450.6586,36234.37296,37733.59722,39829.3204,40775.92588,41371.63306,42100.12073,43653.86265,44714.07931,46336.72702,48585.13018,48738.60398,44589.47274,45800.06209,46749.67889,45877.52101,45254.86413,44903.63734,44999.2953,46131.64852,47492.77728,47971.44782,48562.52537,47090.72578
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8451.442845,8146.95848,8538.589549,8599.272598,8912.173399,9019.280704,9344.222525,9042.425588,9075.12567,9798.376543,9575.878833,9732.451278,10027.45488,10117.54055,10630.50513,10656.16322,10771.45745,10573.61689,10566.92605,10319.38925,10547.93039,10787.66056,10919.49716,11429.35521,12057.98712,12569.1431,12820.7246,13429.30061,13846.15883,13684.36081,10997.47348
France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33732.01421,33897.23144,34268.54217,33905.88226,34576.54381,35177.65894,35548.62852,36250.68896,37413.43936,38494.94682,39732.28245,40226.62707,40388.62565,40433.49004,41272.63238,41643.98889,42367.56986,43127.21286,42996.20978,41546.49058,42147.67168,42864.01897,42790.63288,42816.27148,43021.39464,43345.78643,43705.14756,44577.06457,45284.00279,46017.76596,42313.19311
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995.504774,3137.361365,3179.201045,3354.789309,3269.85575,3450.245515,3316.51308,3110.848423,3207.418526,3264.68726,3434.098093,3516.229126,3540.18659,3600.046998,3498.257303,3586.133831,3609.104771,3574.449808,3518.44284,3576.868629,3659.638766,3756.908631,3649.44968,3468.166617,3340.202883,3448.303692,3437.38984,3490.130487,3460.909048,3466.413293,
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18179.17,18770.60373,17704.52647,17917.21919,18099.39572,18514.56798,18703.16665,19284.53018,19465.24528,17297.80601,16567.24561,16522.19736,16093.40514,16060.68758,15767.17937,15761.14848,14894.69357,15334.72354,14378.49298,13934.85657,14415.44591,14883.49426,15082.65656,15342.18131,15437.26503,15510.03895,15359.7404,15006.84404,14744.43433,14950.07708,14399.86881
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30464.98856,30035.89352,30074.92008,30749.92476,31851.37706,32571.46779,33298.12816,34864.89683,36052.39529,37116.43949,38280.80027,39174.89002,39859.31381,40992.07204,41691.3885,42629.94822,43457.70177,44138.5205,43670.41458,41558.30083,42089.01364,42294.12046,42601.82841,43242.56767,44154.10561,44840.78264,45268.73045,45744.71049,46037.90054,46406.46175,41627.12927
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11135.46289,8724.290499,4769.996524,3346.568025,3045.042484,3243.846213,3740.485453,4268.695273,4511.488803,4737.405516,4919.23188,5236.222806,5572.622006,6230.821909,6632.814265,7315.19848,8049.906055,9109.897741,9358.61459,9097.421248,9736.732094,10541.4719,11295.75409,11740.08912,12254.64565,12605.14007,12963.74396,13589.70739,14253.40899,14989.25816,14089.30233
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348.453398,2401.918585,2424.01032,2470.028585,2481.453088,2514.80901,2562.998197,2603.973604,2659.807398,2709.646622,2741.913672,2782.587322,2837.508897,2912.565645,3000.19282,3098.217871,3213.361993,3267.639468,3475.823158,3552.675942,3739.167647,4162.269826,4442.538582,4657.891441,4682.381406,4674.419061,4724.760708,4996.639907,5191.339692,5410.890858,5318.76952
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.640611,1503.801223,1511.113817,1545.648684,1565.266703,1594.929221,1622.749207,1662.661984,1679.691842,1701.729752,1704.956378,1730.302117,1783.849996,1771.660089,1778.051585,1794.383162,1777.134743,1856.26109,1889.18795,1825.673398,1870.800051,1932.505815,2002.321687,2035.318627,2061.694917,2087.935026,2253.477683,2417.803795,2499.707266,2567.033987,2670.823355
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.233478,2248.38056,2245.610806,2240.453519,2175.50442,2127.874727,2108.828492,2145.030905,2152.681998,2220.519642,2270.486495,2327.354359,2180.852504,2257.277835,2341.173183,2216.186062,2137.818529,2137.857133,2205.114392,2283.18618,2346.720479,2091.828766,2135.744238,2131.436027,2038.802518,2058.658146,2036.877159,2072.646833,2158.077558,2222.87959,2159.441909
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.661475,2049.613967,2025.793924,2022.608737,2042.459307,2088.255302,2284.369157,2386.301545,1683.250217,1667.63153,1722.757481,1723.453049,1669.270256,1641.028914,1647.578063,1677.708689,1675.770179,1688.813687,1700.285515,1713.763538,1747.237485,1839.692742,1760.883995,1770.476147,1740.896737,1800.063382,1864.263035,1925.237737,1901.931739,1939.28951,1847.465824
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.985049,996.8783445,1299.925476,1395.403468,1572.062326,1781.264878,2857.502271,6868.493172,8165.994032,9851.275584,11176.51896,17523.54516,20084.34301,21944.50566,29004.18672,32390.20744,33330.89057,36685.34335,41249.48658,39914.17531,34732.21915,35377.73649,36671.35744,33678.73784,32436.5535,28313.43316,24827.03212,22550.95816,20386.01387,18502.56396,17007.62478
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24306.5524,24761.04476,24744.62833,24205.90049,24566.70379,24965.62407,25567.25646,26582.29752,27465.01574,28200.55616,29186.32455,30234.59596,31305.69367,33040.7683,34627.18067,34732.64407,36585.83956,37687.43334,37461.53877,35756.24552,33753.61775,30372.76057,28374.67695,27797.54473,28178.69021,28248.12596,28226.90728,28645.04362,29150.69449,29723.22196,27287.0834
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8813.923837,8923.6313,8784.025564,8517.895109,8565.27944,8665.594068,8985.947967,9384.236198,10440.33924,11116.31436,11613.41539,11333.73614,11678.74401,12738.90571,12614.82416,14246.99272,13641.28297,14442.88028,14541.85144,13537.79492,13412.79337,13444.64814,13206.97424,13427.55196,14317.32573,15142.06257,15613.69013,16217.49985,16801.95524,17050.29304,15065.87195
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.828008,5608.270157,5727.304396,5802.324202,5887.892189,6029.52481,6060.48487,6177.568084,6334.642171,6424.299763,6496.093185,6489.820029,6585.89458,6608.81401,6672.811327,6749.744444,6968.315976,7264.967565,7360.98572,7258.265324,7331.711338,7499.299241,7586.329276,7729.607921,7934.744906,8120.917441,8201.263016,8317.364101,8457.23779,8648.262426,8388.390495
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843.092273,5128.401069,5495.849442,5901.427878,6364.831226,6663.981978,7198.835867,7672.270536,7585.446639,7852.72126,7776.308557,7969.708746,8064.488517,8009.706494,8128.435809,7965.378044,8371.962418,8972.305986,9112.208774,9454.099799,9789.0167,10276.03552,10780.96439,11117.52938,11244.44524,11261.81371,11631.0432,12005.4051,12477.57671,13082.20262,18679.98023
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32064.67755,32359.43018,32887.51239,33046.71547,33876.72458,34579.01948,35407.16333,36399.86641,37175.27599,38174.84388,39526.2636,39867.63085,40233.92321,40928.35263,42075.67715,43041.83734,44131.38519,45056.51597,44932.79162,43169.31309,44213.23985,44934.57846,45266.08025,45672.23873,46382.6407,47267.18932,47853.10305,48734.99372,49637.09218,50284.87371,47757.81113
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28798.4586,30189.15856,31803.28709,33200.2074,34420.24654,34546.41403,34453.83658,35910.65653,33517.19239,34030.77053,36317.1207,36252.66089,36690.39896,37886.46653,40862.67237,43690.39051,46463.58371,49043.94817,49788.81397,48459.96458,51360.96698,53472.99327,53785.15301,55230.85943,56359.29899,57215.94803,58096.29926,59849.24818,61062.94765,59586.20401,56153.9715
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.029065,3749.173207,3866.115788,4002.9606,3899.714051,4024.992122,3984.568827,4049.974599,4077.550306,3935.731228,4108.774977,4109.769697,4154.925357,4235.623137,4390.473342,4546.240635,4733.547869,4914.323743,5011.607299,4787.863751,4866.973931,4956.402852,5065.456999,5113.459151,5177.415197,5283.416914,5395.614551,5561.994542,5680.362884,5736.181633,5138.385398
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.641439,1707.628067,1643.592962,1607.387432,1561.191217,1592.049192,1627.718318,1646.746545,1657.510122,1664.599158,1661.723558,1682.906514,1689.126536,1712.494159,1754.710049,1807.770536,1867.002165,1930.442564,1992.358469,2026.808135,2089.653658,2134.264055,2199.81801,2268.917114,2338.910294,2383.613903,2424.453426,2484.917554,2531.091447,2571.002046,2513.179863
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15002.64875,16108.026,17190.92107,17595.53011,17504.17545,18183.58811,19455.78157,20548.41066,21700.29874,22595.54833,23538.75443,24708.29929,25966.09694,26460.89598,24548.79184,24280.60269,24316.24798,23807.31559,23766.97604,23782.50246,24562.45362,25599.84362,26800.11898,27799.84332,28753.51627,26465.12731
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3229.619556,3225.865247,2995.781848,2779.603303,2401.826815,2591.089803,2649.525671,2672.594015,2682.813535,2707.698156,2684.551926,2630.510953,2610.753854,2654.205006,2578.886534,2629.111261,2632.184267,2734.741354,2758.579956,2887.386675,2735.283617,2860.209386,2833.777734,2879.140268,2935.219925,2941.816081,2952.617094,2980.960584,2992.310411,2905.438565,2773.081364
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16424.90912,15927.85268,15854.16005,16343.76319,16610.3165,16652.58523,17210.63493,17923.50523,18526.34502,19406.52134,20243.54225,21263.80884,22195.81946,23317.86912,24355.78192,25377.05222,25477.94929,25792.70252,24102.01369,24427.62873,24971.47736,24754.22591,25284.37005,26424.7204,27499.32447,28170.82136,29465.12624,31095.5575,32553.5237,31007.76841
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5058.758014,5000.577239,4947.940208,4998.888602,5039.554854,5150.916749,5340.22924,5519.819127,5552.965586,5691.648946,5950.632393,6090.127666,6291.092188,6590.832726,7012.740872,7417.690339,7922.275479,8505.353078,8879.07485,8986.395303,9557.002975,10024.34674,10429.57013,10848.80473,11237.61785,11602.42283,12031.66669,12528.30132,13001.56914,13379.88911,12962.50284
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.709777,4428.021953,4376.417457,4403.842633,4422.747435,4509.173996,4662.277935,4800.397863,4822.785081,4928.815251,5131.411567,5242.367942,5402.957995,5640.973768,5980.900992,6304.924025,6705.401575,7165.638504,7455.822204,7541.266124,7985.565384,8344.627037,8657.804957,8985.399875,9289.247638,9564.92459,9880.708275,10252.24307,10605.20314,10874.90033,10513.73166
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.561169,2077.743631,2058.593843,2017.923775,1978.186206,1996.356034,2039.329319,2048.972374,2063.82026,2080.228942,2108.899541,2154.974401,2210.426072,2270.272431,2366.41369,2457.353182,2552.430108,2653.339526,2725.439587,2802.329597,2899.562538,2977.46982,3066.707633,3177.887312,3293.135361,3374.41049,3429.32252,3515.034108,3609.241595,3666.063052,3570.50055
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154.420758,3138.191427,3156.522793,3070.461555,3028.438219,3023.816145,3083.133543,3062.959261,3068.131477,3063.99968,3102.277541,3158.889743,3280.970411,3370.64373,3540.214976,3666.483137,3789.197446,3910.130082,3961.68618,4078.104268,4200.678947,4287.735586,4376.012093,4513.292045,4661.57161,4738.75171,4740.282986,4786.586033,4868.262834,4866.653538,4725.13718
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4532.540351,4762.388145,4986.783828,5224.165931,5529.232182,5892.071754,6258.436533,6458.072609,5531.303282,5497.814735,5689.260223,5816.425412,5996.189946,6198.653268,6423.720714,6699.272091,6974.445654,7319.434386,7657.594719,7906.261955,8286.73287,8680.213342,9080.066113,9457.018541,9801.166283,10149.60387,10531.11097,10935.63172,11371.72556,11811.97556,11444.96068
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.448367,1544.666862,1504.194436,1488.379056,1449.439925,1480.902045,1515.804771,1541.594496,1561.552382,1589.377471,1613.468528,1655.21419,1676.329197,1722.037242,1781.422174,1855.441321,1937.415421,2028.988727,2112.466576,2168.758284,2252.505164,2325.102333,2415.041732,2512.769265,2610.942368,2694.665136,2778.306475,2886.038537,2988.233043,3077.263158,3005.176996
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.012335,1796.170187,1857.067867,1907.33363,1995.190938,2105.52263,2221.966797,2269.139474,2365.551658,2528.730161,2579.838038,2657.939453,2712.822609,2878.134019,3056.395644,3246.868684,3454.774915,3663.725718,3721.890966,3958.271546,4237.02679,4402.015175,4585.388735,4820.851862,5119.102517,5467.035581,5854.223483,6185.910974,6521.996308,6717.17777,6121.314984
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26455.5251,26811.43099,27519.41563,28119.50142,29621.01852,32308.76168,34417.54307,37827.34354,40713.06799,44492.71363,48030.21993,49779.07419,51833.29445,52530.55671,55078.93562,56983.2608,58230.07361,59572.11008,55751.0813,52372.87099,53002.46675,53335.722,53082.38763,53472.64317,57708.69075,71558.25323,72200.00346,77803.04283,83784.34298,86710.00929,90687.47605
"Iran, Islamic Rep.",IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8630.835216,9479.991509,9568.63699,9514.337005,9239.981221,9319.96827,9670.2045,9588.880812,9669.400579,9634.899825,10066.80278,10026.58229,10623.62769,11407.06163,11764.09684,11998.21486,12456.60988,13324.90784,13213.09562,13199.01869,13805.70382,14005.31334,12807.39475,12625.08749,13038.55506,12698.1092,14205.21163,14535.87358,13471.86064,12389.22335,12433.29698
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7866.180801,2753.763535,3549.435808,4489.795395,4523.428389,4479.482213,4821.511623,5666.504821,7408.521238,8448.372197,9585.589628,9468.113307,8439.558177,5197.229672,7768.833483,7720.209472,7999.862459,8015.464844,8529.974511,8639.442175,8954.962785,9322.525523,10233.81847,10593.60897,10227.40578,10361.07222,11455.21154,10971.96768,10590.37081,10814.57423,9473.669542
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33339.31672,34674.24742,36376.26323,38638.58311,39714.46233,41127.26106,42213.02084,42071.99663,42676.9062,45604.58706,47637.5615,49471.77373,52314.06629,52484.81945,48297.39035,46996.81518,47718.28547,47969.90611,49681.55668,49960.87106,51636.63128,54134.96601,55098.24908,56266.49808,56382.93331,51872.49851
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28385.19769,29034.3254,29415.52528,29895.44026,30044.39558,31469.0953,30766.57289,30167.88164,29961.04373,30672.79995,31290.86825,32462.19453,33722.03413,34121.9662,33624.32252,34858.02106,35802.8782,36002.38509,36820.86825,37537.063,37616.94487,38298.19981,38898.44359,39483.78562,40073.73725,38404.95005
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36585.6799,37122.82193,37407.11132,37065.43412,37855.00774,38947.20131,39429.49556,40129.90188,40844.74561,41501.78837,43053.93306,43869.42794,43915.38534,43781.21998,44118.03664,44260.82742,44918.17035,45356.53672,44623.60202,42074.92125,42664.35527,42892.30556,41501.71123,40268.11279,39898.52646,40247.82904,40837.73763,41581.12079,42052.55638,42662.52237,38992.14838
Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8590.850006,8934.763737,9029.098356,9785.792271,9824.452984,9957.445226,9849.226109,9641.62633,9326.44613,9338.949605,9342.863004,9397.689172,9520.828275,9809.44011,9882.466925,9916.273422,10150.36179,10244.32899,10111.34997,9623.653199,9434.072884,9544.786036,9432.158142,9425.992465,9436.788468,9471.411556,9551.387248,9598.387388,9733.120824,9775.256683,8739.986672
Jordan,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7924.177612,7634.969105,8253.8956,8164.679501,8164.830476,8333.854335,8248.917888,8318.497059,8403.646411,8536.919783,8741.727398,9035.144632,9377.645359,9558.458461,10105.46051,10577.29137,11002.22226,11399.96553,11662.89613,11650.36435,11315.50269,11016.39523,10688.28933,10414.92127,10284.67008,10145.83669,10036.5436,10003.57497,10013.39765,10071.37987,9816.554516
Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32518.53916,33498.01355,33656.93587,33374.25585,33611.71191,34415.20645,35413.29605,35675.67527,35126.89631,34945.73264,35851.83743,35903.64753,35835.28985,36307.63192,37088.87171,37754.3721,38248.2473,38771.26237,38278.04929,36103.30016,37576.0343,37654.66283,38233.33467,39056.2579,39223.9581,39878.39616,40225.35692,40966.59322,41279.11134,41477.28749,39200.65717
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13475.6399,11917.71405,11294.73658,10292.19832,9126.25583,8552.451997,8726.538477,9016.003247,8998.901209,9330.564789,10275.76187,11682.84179,12827.23108,13973.07774,15208.44025,16536.01541,18112.7787,19500.47894,19770.21665,19614.73532,20751.25724,21970.08392,22702.57884,23720.81607,24355.75612,24290.41763,24210.86296,24862.96612,25544.34476,26351.80444,25337.1524
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209.913187,3150.235705,3025.796984,2942.362971,2928.586997,2967.578377,3001.868379,2931.409774,2944.299056,2930.014027,2867.746708,2896.051629,2833.968517,2839.094576,2903.916666,2992.340779,3099.352666,3221.252972,3140.612913,3156.436834,3329.853752,3439.343778,3501.789724,3611.82026,3709.152563,3824.759303,3952.758132,4046.234771,4203.838273,4329.871884,4220.440248
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158.317569,4671.52285,3978.909914,3362.829,2688.351778,2517.28445,2656.01772,2877.098569,2893.417535,2954.954122,3078.909252,3212.133547,3182.232895,3370.430199,3563.875363,3517.720509,3588.089918,3857.653909,4142.211454,4210.626347,4141.077206,4334.660789,4259.318204,4631.403267,4722.086002,4805.141092,4912.382484,5046.691535,5133.151915,5258.366696,4706.570238
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.817843,1111.166782,1182.447549,1214.926365,1228.299632,1252.339639,1377.498652,1481.656828,1570.073871,1642.608037,1752.041276,1902.096703,2120.551717,2313.343033,2511.901023,2640.631628,2603.583593,2716.699738,2862.908046,3022.596725,3191.861745,3364.278069,3546.339387,3733.524626,3928.373934,4159.338194,4388.800909,4191.850003
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2134.123517,2096.533381,2084.515645,2076.42515,2085.859957,2057.732142,2061.102071,2061.900589,2160.200483,2090.794686,2183.675029,2115.495599,2158.802574,2164.140821,2089.876302,2150.095083,2102.975158,2097.088492,2006.888104,1979.543088,1923.107776,1920.101638,1979.902188,2034.127423,1992.233815,2168.997732,2247.919779,2235.694985,2254.059232,2270.108607,2291.907219
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15160.70517,14833.42383,15348.82773,16213.54237,16877.45698,17591.97476,18446.67623,19528.44988,19267.94798,19707.35185,21459.73563,22324.2828,22346.04377,21194.45942,21768.34215,23617.31059,24113.64625,24037.06085,25291.9623,24057.94236,23710.3475,23933.40682,23194.22396,24225.8336,25521.20016,25569.48412,26075.7425,25360.09102,25901.6333,26235.55455,23259.36231
"Korea, Rep.",KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12656.39606,13882.42101,14590.533,15436.38786,16698.27616,18120.4939,19364.94137,20367.97364,19184.22375,21232.60976,22963.63854,23893.89701,25591.39905,26260.36841,27515.95177,28640.70624,29990.522,31569.9312,32275.12525,32363.96866,34394.49049,35388.97691,36049.19349,37021.13416,37967.47562,38828.741,39814.65893,40957.41806,41948.34601,42719.00026,42251.44506
